Gene1	Gene2	combine_score
EEF2	MRPL33	0.862
EEF2	MRPL36	0.936
EEF2	MRPL39	0.421
EEF2	MRPS16	0.924
EEF2	MRPS6	0.942
EEF2	MRPS9	0.940
EEF2	MRRF	0.951
EEF2	MSLN	0.397
EEF2	NARS2	0.332
EEF2	NCALD	0.282
EEF2	NDRG1	0.398
EEF2	NME2	0.638
EEF2	NMT1	0.441
EEF2	NMT2	0.379
EEF2	NNT	0.349
EEF2	NPEPPS	0.366
EEF2	NPHP1	0.280
EEF2	NPSR1	0.905
EEF2	OLA1	0.554
EEF2	P4HB	0.546
EEF2	PA2G4	0.957
EEF2	PABPC1	0.775
EEF2	PARS2	0.398
EEF2	PCBD1	0.377
EEF2	PCBP2	0.587
EEF2	PDIA3	0.559
EEF2	PDK4	0.633
EEF2	PFAS	0.247
EEF2	PFN1	0.518
EEF2	PGD	0.567
EEF2	PGK1	0.839
EEF2	PGK2	0.597
EEF2	PHB	0.559
EEF2	PHB2	0.476
EEF2	PLEC	0.524
EEF2	POLR1A	0.721
EEF2	POLR2B	0.850
EEF2	POLR3A	0.721
EEF2	PPA1	0.492
EEF2	PPIA	0.631
EEF2	PPIL4	0.325
EEF2	PPIL6	0.254
EEF2	PPME1	0.319
EEF2	PPP1R1B	0.380
EEF2	PPP2R1A	0.684
EEF2	PQBP1	0.493
EEF2	PRDX6	0.489
EEF2	PREP	0.351
EEF2	PRG3	0.162
EEF2	PRPF31	0.549
EEF2	PRPF6	0.705
EEF2	PRPF8	0.887
EEF2	PRPS1	0.434
EEF2	PSMA1	0.656
EEF2	PSMA2	0.518
EEF2	PSMA3	0.754
EEF2	PSMA4	0.564
EEF2	PSMA5	0.691
EEF2	PSMA6	0.560
EEF2	PSMB1	0.457
EEF2	PSMB2	0.485
EEF2	PSMB7	0.471
EEF2	PTGR2	0.264
EEF2	QTRT1	0.284
EEF2	RACK1	0.999
EEF2	RAD23A	0.533
EEF2	RCVRN	0.417
EEF2	RHEB	0.449
EEF2	RHOT2	0.322
EEF2	RNF144A	0.297
EEF2	RPL10	0.996
EEF2	RPL10A	0.997
EEF2	RPL10L	0.994
EEF2	RPL11	0.999
EEF2	RPL12	0.999
EEF2	RPL13	0.999
EEF2	RPL13A	0.997
EEF2	RPL14	0.999
EEF2	RPL15	0.999
EEF2	RPL17	0.996
EEF2	RPL18	0.999
EEF2	RPL18A	0.999
EEF2	RPL19	0.999
EEF2	RPL21	0.998
EEF2	RPL22	0.990
EEF2	RPL22L1	0.930
EEF2	RPL23	0.999
EEF2	RPL23A	0.999
EEF2	RPL24	0.998
EEF2	RPL26	0.996
EEF2	RPL26L1	0.993
EEF2	RPL27	0.999
EEF2	RPL27A	0.999
EEF2	RPL29	0.997
EEF2	RPL3	0.999
EEF2	RPL30	0.999
EEF2	RPL31	0.998
EEF2	RPL32	0.999
EEF2	RPL34	0.998
EEF2	RPL35	0.999
EEF2	RPL35A	0.998
EEF2	RPL36	0.997
EEF2	RPL36A	0.986
EEF2	RPL36AL	0.985
EEF2	RPL37	0.996
EEF2	RPL37A	0.997
EEF2	RPL38	0.998
EEF2	RPL39	0.988
EEF2	RPL39L	0.935
EEF2	RPL3L	0.973
EEF2	RPL4	0.999
EEF2	RPL5	0.999
EEF2	RPL6	0.999
EEF2	RPL7	0.997
EEF2	RPL7A	0.999
EEF2	RPL8	0.999
EEF2	RPL9	0.999
EEF2	RPLP0	0.999
EEF2	RPS10	0.993
EEF2	RPS11	0.999
EEF2	RPS12	0.998
EEF2	RPS13	0.999
EEF2	RPS14	0.996
EEF2	RPS15	0.999
EEF2	RPS15A	0.993
EEF2	RPS16	0.999
EEF2	RPS17	0.997
EEF2	RPS18	0.999
EEF2	RPS19	0.999
EEF2	RPS2	0.999
EEF2	RPS20	0.999
EEF2	RPS21	0.998
EEF2	RPS23	0.999
EEF2	RPS24	0.998
EEF2	RPS25	0.998
EEF2	RPS26	0.998
EEF2	RPS27A	0.997
EEF2	RPS27L	0.942
EEF2	RPS28	0.999
EEF2	RPS29	0.998
EEF2	RPS3	0.999
EEF2	RPS3A	0.999
EEF2	RPS4X	0.998
EEF2	RPS4Y1	0.990
EEF2	RPS5	0.999
EEF2	RPS6	0.999
EEF2	RPS6KA1	0.486
EEF2	RPS6KB1	0.708
EEF2	RPS6KB2	0.536
EEF2	RPS7	0.998
EEF2	RPS8	0.999
EEF2	RPS9	0.999
EEF2	RPSA	0.999
EEF2	S100G	0.306
EEF2	SEC61A2	0.689
EEF2	SF3A2	0.351
EEF2	SF3B1	0.569
EEF2	SF3B4	0.358
EEF2	SGO1	0.426
EEF2	SLC25A6	0.534
EEF2	SMS	0.345
EEF2	SND1	0.394
EEF2	SNRNP200	0.690
EEF2	SNRNP48	0.517
EEF2	SNRPB	0.486
EEF2	SNRPD1	0.655
EEF2	SNRPD2	0.741
EEF2	SNRPD3	0.752
EEF2	SNRPE	0.789
EEF2	SNRPN	0.457
EEF2	SPTBN1	0.480
EEF2	SRI	0.314
EEF2	SRM	0.357
EEF2	SRSF4	0.342
EEF2	STIP1	0.481
EEF2	SUN2	0.353
EEF2	TALDO1	0.708
EEF2	TARS2	0.474
EEF2	TBCA	0.337
EEF2	TDRD12	0.318
EEF2	TIAL1	0.408
EEF2	TKT	0.658
EEF2	TOP2A	0.659
EEF2	TOP2B	0.470
EEF2	TPI1	0.733
EEF2	TRAP1	0.444
EEF2	TRIM25	0.529
EEF2	TRIM37	0.461
EEF2	TSC1	0.535
EEF2	TSC2	0.529
EEF2	TSFM	0.779
EEF2	TSN	0.390
EEF2	TUBA1A	0.525
EEF2	TUBA1B	0.514
EEF2	TUBA1C	0.502
EEF2	TUBA3C	0.357
EEF2	TUBA3D	0.450
EEF2	TUBA3E	0.446
EEF2	TUBA4A	0.465
EEF2	TUBA8	0.444
EEF2	TUBAL3	0.462
EEF2	TUBB1	0.353
EEF2	TUBB2A	0.465
EEF2	TUBB3	0.528
EEF2	TUBB4A	0.386
EEF2	TUBB4B	0.480
EEF2	TUBB6	0.367
EEF2	TUBG1	0.325
EEF2	TUBG2	0.309
EEF2	TUFM	0.948
EEF2	UBA52	0.998
EEF2	UPF1	0.716
EEF2	UTY	0.511
EEF2	VARS2	0.415
EEF2	VCPKMT	0.355
EEF2	VRK3	0.341
EEF2	ZNF671	0.169
EEFSEC	EIF1AX	0.694
EEFSEC	EIF2B1	0.575
EEFSEC	EIF2B2	0.580
EEFSEC	EIF2B3	0.416
EEFSEC	EIF2B4	0.587
EEFSEC	EIF2B5	0.424
EEFSEC	EIF2S1	0.884
EEFSEC	EIF2S2	0.898
EEFSEC	EIF5	0.890
EEFSEC	EIF5B	0.804
EEFSEC	ETF1	0.609
EEFSEC	FARSB	0.490
EEFSEC	FAU	0.997
EEFSEC	GALE	0.405
EEFSEC	GAR1	0.374
EEFSEC	GFM1	0.608
EEFSEC	GFM2	0.446
EEFSEC	GMPPA	0.428
EEFSEC	GMPPB	0.406
EEFSEC	GPX4	0.561
EEFSEC	HARS2	0.378
EEFSEC	HHIP	0.294
EEFSEC	IMP3	0.607
EEFSEC	LRP8	0.315
EEFSEC	MARS2	0.433
EEFSEC	MRPL4	0.687
EEFSEC	MRPS10	0.656
EEFSEC	MRPS12	0.670
EEFSEC	MRPS5	0.673
EEFSEC	MRPS7	0.619
EEFSEC	MSRA	0.452
EEFSEC	MSRB1	0.549
EEFSEC	MSRB2	0.365
EEFSEC	MTIF2	0.607
EEFSEC	MVK	0.425
EEFSEC	NARS2	0.379
EEFSEC	NAXE	0.307
EEFSEC	NDUFAF5	0.302
EEFSEC	NUDT11	0.358
EEFSEC	PAPSS1	0.565
EEFSEC	PAPSS2	0.547
EEFSEC	PRMT7	0.301
EEFSEC	RACK1	0.911
EEFSEC	RAP2C	0.480
EEFSEC	RPL10	0.935
EEFSEC	RPL10A	0.909
EEFSEC	RPL10L	0.684
EEFSEC	RPL11	0.953
EEFSEC	RPL12	0.721
EEFSEC	RPL13	0.905
EEFSEC	RPL13A	0.932
EEFSEC	RPL14	0.912
EEFSEC	RPL15	0.926
EEFSEC	RPL17	0.933
EEFSEC	RPL18	0.903
EEFSEC	RPL18A	0.906
EEFSEC	RPL19	0.906
EEFSEC	RPL21	0.910
EEFSEC	RPL22	0.905
EEFSEC	RPL23	0.942
EEFSEC	RPL23A	0.946
EEFSEC	RPL24	0.916
EEFSEC	RPL26	0.935
EEFSEC	RPL26L1	0.689
EEFSEC	RPL27	0.912
EEFSEC	RPL27A	0.919
EEFSEC	RPL29	0.899
EEFSEC	RPL3	0.947
EEFSEC	RPL30	0.964
EEFSEC	RPL31	0.912
EEFSEC	RPL32	0.905
EEFSEC	RPL34	0.919
EEFSEC	RPL35	0.946
EEFSEC	RPL35A	0.911
EEFSEC	RPL36	0.905
EEFSEC	RPL36A	0.907
EEFSEC	RPL36AL	0.909
EEFSEC	RPL37	0.903
EEFSEC	RPL37A	0.904
EEFSEC	RPL38	0.912
EEFSEC	RPL39	0.914
EEFSEC	RPL3L	0.743
EEFSEC	RPL4	0.958
EEFSEC	RPL5	0.944
EEFSEC	RPL6	0.912
EEFSEC	RPL7	0.936
EEFSEC	RPL7A	0.951
EEFSEC	RPL8	0.956
EEFSEC	RPL9	0.944
EEFSEC	RPLP0	0.925
EEFSEC	RPS10	0.955
EEFSEC	RPS11	0.983
EEFSEC	RPS12	0.949
EEFSEC	RPS13	0.957
EEFSEC	RPS14	0.952
EEFSEC	RPS15	0.981
EEFSEC	RPS15A	0.939
EEFSEC	RPS16	0.959
EEFSEC	RPS17	0.962
EEFSEC	RPS18	0.978
EEFSEC	RPS19	0.978
EEFSEC	RPS2	0.965
EEFSEC	RPS20	0.968
EEFSEC	RPS21	0.974
EEFSEC	RPS23	0.966
EEFSEC	RPS24	0.977
EEFSEC	RPS25	0.974
EEFSEC	RPS26	0.977
EEFSEC	RPS27A	0.926
EEFSEC	RPS27L	0.779
EEFSEC	RPS28	0.979
EEFSEC	RPS29	0.948
EEFSEC	RPS3	0.989
EEFSEC	RPS3A	0.977
EEFSEC	RPS4X	0.956
EEFSEC	RPS4Y1	0.787
EEFSEC	RPS5	0.959
EEFSEC	RPS6	0.985
EEFSEC	RPS7	0.976
EEFSEC	RPS8	0.976
EEFSEC	RPS9	0.959
EEFSEC	RPSA	0.952
EEFSEC	SARS2	0.821
EEFSEC	SCLY	0.672
EEFSEC	SELENOS	0.784
EEFSEC	SEPSECS	0.911
EEFSEC	SGF29	0.427
EEFSEC	TGS1	0.383
EEFSEC	TRMT9B	0.277
EEFSEC	TXNRD1	0.582
EEFSEC	TXNRD2	0.530
EEFSEC	UBA52	0.908
EEFSEC	VARS2	0.375
EEFSEC	ZNF136	0.219
EFCAB7	ENTPD4	0.331
EFCAB7	ENTPD7	0.181
EFCAB7	FKBP1A	0.294
EFCAB7	FKBP1B	0.294
EFCAB7	FOXD3	0.277
EFCAB7	GAK	0.228
EFCAB7	GAPDH	0.215
EFCAB7	GAPDHS	0.221
EFCAB7	GLI1	0.274
EFCAB7	GLI2	0.323
EFCAB7	GLI3	0.295
EFCAB7	GNPDA2	0.248
EFCAB7	GP9	0.388
EFCAB7	GUCA1C	0.314
EFCAB7	HPR	0.227
EFCAB7	IDUA	0.330
EFCAB7	IQCB1	0.234
EFCAB7	ITIH3	0.234
EFCAB7	KCNH1	0.236
EFCAB7	KCNIP4	0.218
EFCAB7	KIF27	0.248
EFCAB7	KIF7	0.259
EFCAB7	KLHL25	0.231
EFCAB7	KPNA5	0.216
EFCAB7	MELK	0.261
EFCAB7	MOCS3	0.240
EFCAB7	MST1	0.277
EFCAB7	MYH9	0.232
EFCAB7	MYL12B	0.230
EFCAB7	MYO5A	0.215
EFCAB7	MYO5B	0.280
EFCAB7	MYO6	0.311
EFCAB7	MYO9A	0.394
EFCAB7	MYO9B	0.298
EFCAB7	NCBP2	0.232
EFCAB7	NNT	0.311
EFCAB7	OAT	0.300
EFCAB7	PGM1	0.625
EFCAB7	PIDD1	0.243
EFCAB7	PIM1	0.255
EFCAB7	PLPP4	0.217
EFCAB7	POLI	0.254
EFCAB7	PPEF1	0.333
EFCAB7	PRKAA1	0.256
EFCAB7	PRKAA2	0.321
EFCAB7	PTCH1	0.263
EFCAB7	RFFL	0.619
EFCAB7	ROR1	0.242
EFCAB7	RYR1	0.219
EFCAB7	RYR2	0.219
EFCAB7	RYR3	0.219
EFCAB7	SF3A2	0.224
EFCAB7	SHPRH	0.227
EFCAB7	SMO	0.350
EFCAB7	SNRPA	0.217
EFCAB7	SOX2	0.304
EFCAB7	ST13	0.405
EFCAB7	STK11	0.255
EFCAB7	TNNI2	0.244
EFCAB7	TNNI3	0.244
EFCAB7	TRIB3	0.255
EFCAB7	TUBA1A	0.270
EFCAB7	TUBA1B	0.278
EFCAB7	TUBA1C	0.281
EFCAB7	TUBA3C	0.238
EFCAB7	TUBA3D	0.291
EFCAB7	TUBA3E	0.298
EFCAB7	TUBA4A	0.338
EFCAB7	TUBA8	0.290
EFCAB7	TUBAL3	0.299
EFCAB7	UBE2L6	0.214
EFCAB7	UBE2U	0.326
EFCAB7	UQCRQ	0.222
EFCAB7	XK	0.174
EFCAB7	XPC	0.258
EFCAB7	YWHAE	0.263
EFCAB7	YWHAG	0.263
EFCAB7	ZFP69	0.153
EFCAB7	ZNF138	0.166
EFCAB7	ZNF141	0.184
EFCAB7	ZNF184	0.296
EFCAB7	ZNF248	0.198
EFCAB7	ZNF273	0.171
EFCAB7	ZNF30	0.186
EFCAB7	ZNF300	0.151
EFCAB7	ZNF34	0.177
EFCAB7	ZNF420	0.176
EFCAB7	ZNF439	0.196
EFCAB7	ZNF441	0.153
EFCAB7	ZNF567	0.159
EFCAB7	ZNF569	0.227
EFCAB7	ZNF571	0.185
EFCAB7	ZNF586	0.414
EFCAB7	ZNF596	0.171
EFCAB7	ZNF610	0.154
EFCAB7	ZNF624	0.158
EFCAB7	ZNF684	0.188
EFEMP1	EGF	0.494
EFEMP1	EGFR	0.877
EFEMP1	ELN	0.680
EFEMP1	ELOVL4	0.447
EFEMP1	FBN1	0.541
EFEMP1	FKBP9	0.353
EFEMP1	FLNC	0.500
EFEMP1	FMOD	0.343
EFEMP1	FN1	0.625
EFEMP1	GLIPR1	0.240
EFEMP1	GMPR	0.379
EFEMP1	GNPDA1	0.395
EFEMP1	GPR176	0.169
EFEMP1	HHIP	0.312
EFEMP1	HSP90B1	0.369
EFEMP1	HSPA5	0.511
EFEMP1	HSPG2	0.332
EFEMP1	HTRA1	0.522
EFEMP1	IGF1	0.436
EFEMP1	ISLR	0.499
EFEMP1	KCNMA1	0.461
EFEMP1	KLK10	0.245
EFEMP1	LAMA2	0.344
EFEMP1	LAMA5	0.329
EFEMP1	LAMB2	0.405
EFEMP1	LAMC3	0.321
EFEMP1	LOX	0.353
EFEMP1	LUM	0.690
EFEMP1	MFAP5	0.644
EFEMP1	MGP	0.447
EFEMP1	MMP14	0.336
EFEMP1	MMP16	0.259
EFEMP1	MMP2	0.375
EFEMP1	MMP7	0.634
EFEMP1	MMP9	0.349
EFEMP1	MSLN	0.613
EFEMP1	MT-ND1	0.341
EFEMP1	MX1	0.416
EFEMP1	MYO7A	0.408
EFEMP1	NNMT	0.327
EFEMP1	NTN4	0.186
EFEMP1	OGN	0.413
EFEMP1	OMD	0.242
EFEMP1	OPTC	0.224
EFEMP1	P4HA1	0.394
EFEMP1	P4HB	0.481
EFEMP1	PDIA3	0.407
EFEMP1	PKN3	0.449
EFEMP1	PLA2G2A	0.387
EFEMP1	PLAU	0.386
EFEMP1	PLEKHA1	0.625
EFEMP1	PRELP	0.304
EFEMP1	QSOX1	0.219
EFEMP1	RDH5	0.295
EFEMP1	RLBP1	0.271
EFEMP1	RPE65	0.316
EFEMP1	S100A9	0.376
EFEMP1	SERPINH1	0.388
EFEMP1	SGTA	0.643
EFEMP1	SLC16A8	0.357
EFEMP1	SLC26A3	0.388
EFEMP1	SLIT3	0.339
EFEMP1	TGFA	0.414
EFEMP1	TGFB2	0.471
EFEMP1	TGFBI	0.392
EFEMP1	TGFBR1	0.489
EFEMP1	THBS1	0.417
EFEMP1	THBS2	0.470
EFEMP1	TIMP1	0.608
EFEMP1	TIMP2	0.365
EFEMP1	TIMP3	0.958
EFEMP1	TIMP4	0.308
EFEMP1	TPM2	0.537
EFEMP1	TXNDC5	0.394
EFEMP1	VCAN	0.333
EFEMP1	VTN	0.625
EFEMP1	ZFPM2	0.266
EFEMP1	ZNF136	0.360
EFEMP1	ZNF324	0.247
EFEMP1	ZNF398	0.278
EFEMP1	ZNF460	0.267
EFEMP1	ZNF471	0.166
EFEMP1	ZNF567	0.257
EFEMP1	ZNF627	0.283
EFEMP1	ZNF669	0.262
EFEMP1	ZNF677	0.153
EFEMP1	ZNF678	0.174
EFEMP1	ZNF696	0.279
EFEMP1	ZNF729	0.167
EFEMP1	ZNF736	0.195
EFEMP1	ZNF747	0.268
EFEMP1	ZNF778	0.214
EFEMP1	ZNF791	0.352
EFNA1	EFNA2	0.667
EFNA1	EFNA3	0.673
EFNA1	EFNA4	0.544
EFNA1	EFNA5	0.503
EFNA1	EFNB1	0.660
EFNA1	EFNB3	0.776
EFNA1	EGF	0.377
EFNA1	EGFR	0.790
EFNA1	EIF4B	0.887
EFNA1	EPHA1	0.999
EFNA1	EPHA10	0.996
EFNA1	EPHA2	0.999
EFNA1	EPHA3	0.987
EFNA1	EPHA4	0.999
EFNA1	EPHA5	0.982
EFNA1	EPHA6	0.865
EFNA1	EPHA7	0.971
EFNA1	EPHA8	0.973
EFNA1	EPHB1	0.925
EFNA1	EPHB2	0.939
EFNA1	EPHB3	0.830
EFNA1	EPHB4	0.883
EFNA1	EPO	0.536
EFNA1	ERBB2	0.754
EFNA1	ERBB3	0.713
EFNA1	ERBB4	0.693
EFNA1	FGF2	0.356
EFNA1	FGF8	0.295
EFNA1	FGFR1	0.741
EFNA1	FGFR2	0.724
EFNA1	FGFR3	0.726
EFNA1	FGFR4	0.707
EFNA1	FLT1	0.746
EFNA1	FLT3	0.667
EFNA1	FLT4	0.794
EFNA1	FN1	0.397
EFNA1	FYN	0.931
EFNA1	GAPDH	0.298
EFNA1	GLI3	0.406
EFNA1	GPD1	0.367
EFNA1	GRB2	0.494
EFNA1	HNRNPL	0.303
EFNA1	HSPB1	0.340
EFNA1	IGF1R	0.738
EFNA1	IL18	0.392
EFNA1	INPPL1	0.417
EFNA1	INSR	0.705
EFNA1	KDR	0.774
EFNA1	KIRREL2	0.336
EFNA1	KIT	0.716
EFNA1	LAMA5	0.372
EFNA1	LIFR	0.365
EFNA1	MAPK3	0.341
EFNA1	MET	0.782
EFNA1	MMP10	0.602
EFNA1	NCK2	0.361
EFNA1	NGFR	0.847
EFNA1	NTN4	0.232
EFNA1	NTRK1	0.867
EFNA1	NTRK2	0.916
EFNA1	NTSR1	0.467
EFNA1	PDGFRA	0.704
EFNA1	PDGFRB	0.736
EFNA1	PLA2G7	0.349
EFNA1	PLXNA1	0.360
EFNA1	PLXNA2	0.303
EFNA1	PLXNA3	0.284
EFNA1	PLXNA4	0.294
EFNA1	PLXNB1	0.354
EFNA1	PLXND1	0.323
EFNA1	PTK2	0.313
EFNA1	PTPN11	0.465
EFNA1	RASA1	0.950
EFNA1	RHOA	0.473
EFNA1	ROBO1	0.314
EFNA1	RPL6	0.347
EFNA1	SALL1	0.382
EFNA1	SEMA3A	0.640
EFNA1	SEMA3E	0.215
EFNA1	SEMA4D	0.262
EFNA1	SEMA5B	0.486
EFNA1	SEMA7A	0.246
EFNA1	SLIT1	0.301
EFNA1	SLIT2	0.542
EFNA1	SLIT3	0.589
EFNA1	SMAD3	0.470
EFNA1	SOS1	0.437
EFNA1	SPSB1	0.194
EFNA1	SRC	0.471
EFNA1	TEK	0.739
EFNA1	THBS2	0.479
EFNA1	VAV3	0.335
EFNA2	EFNA3	0.477
EFNA2	EFNA4	0.489
EFNA2	EFNA5	0.648
EFNA2	EFNB1	0.683
EFNA2	EFNB3	0.789
EFNA2	EGF	0.298
EFNA2	EGFR	0.832
EFNA2	EPHA1	0.999
EFNA2	EPHA10	0.962
EFNA2	EPHA2	0.999
EFNA2	EPHA3	0.993
EFNA2	EPHA4	0.999
EFNA2	EPHA5	0.984
EFNA2	EPHA6	0.902
EFNA2	EPHA7	0.979
EFNA2	EPHA8	0.976
EFNA2	EPHB1	0.896
EFNA2	EPHB2	0.903
EFNA2	EPHB3	0.821
EFNA2	EPHB4	0.884
EFNA2	EPO	0.417
EFNA2	ERBB2	0.740
EFNA2	ERBB3	0.692
EFNA2	ERBB4	0.686
EFNA2	FCER2	0.497
EFNA2	FGF2	0.267
EFNA2	FGF8	0.299
EFNA2	FGFR1	0.708
EFNA2	FGFR2	0.690
EFNA2	FGFR3	0.699
EFNA2	FGFR4	0.683
EFNA2	FLT1	0.690
EFNA2	FLT3	0.658
EFNA2	FLT4	0.706
EFNA2	FN1	0.348
EFNA2	FYN	0.930
EFNA2	GAK	0.250
EFNA2	GDNF	0.251
EFNA2	HMGCR	0.324
EFNA2	IGF1	0.493
EFNA2	IGF1R	0.813
EFNA2	INSR	0.681
EFNA2	ITSN2	0.290
EFNA2	KDR	0.716
EFNA2	KIRREL2	0.476
EFNA2	KIRREL3	0.321
EFNA2	KIT	0.714
EFNA2	KL	0.385
EFNA2	MAPK3	0.268
EFNA2	MET	0.755
EFNA2	NCK2	0.392
EFNA2	NEO1	0.315
EFNA2	NGFR	0.854
EFNA2	NRCAM	0.256
EFNA2	NRP1	0.289
EFNA2	NRXN1	0.255
EFNA2	NRXN2	0.262
EFNA2	NTN4	0.233
EFNA2	NTNG1	0.294
EFNA2	NTRK1	0.847
EFNA2	NTRK2	0.868
EFNA2	PDGFRA	0.680
EFNA2	PDGFRB	0.720
EFNA2	PLXNA1	0.437
EFNA2	PLXNA2	0.326
EFNA2	PLXNA3	0.329
EFNA2	PLXNA4	0.299
EFNA2	PLXNB1	0.375
EFNA2	PLXND1	0.290
EFNA2	PTEN	0.255
EFNA2	RASA1	0.917
EFNA2	RGS3	0.256
EFNA2	RHOA	0.431
EFNA2	ROBO1	0.281
EFNA2	SEMA3A	0.577
EFNA2	SEMA4D	0.558
EFNA2	SEMA5B	0.188
EFNA2	SEMA6A	0.244
EFNA2	SEMA6D	0.205
EFNA2	SHH	0.298
EFNA2	SLIT1	0.361
EFNA2	SLIT2	0.323
EFNA2	SLIT3	0.392
EFNA2	SRC	0.444
EFNA2	TEK	0.703
EFNA2	TFRC	0.258
EFNA2	TNFSF11	0.523
EFNA2	VEGFB	0.248
EFNA3	EFNA4	0.576
EFNA3	EFNA5	0.650
EFNA3	EFNB1	0.747
EFNA3	EFNB3	0.824
EFNA3	EGF	0.294
EFNA3	EGFR	0.735
EFNA3	EPHA1	0.999
EFNA3	EPHA10	0.981
EFNA3	EPHA2	0.997
EFNA3	EPHA3	0.985
EFNA3	EPHA4	0.999
EFNA3	EPHA5	0.985
EFNA3	EPHA6	0.843
EFNA3	EPHA7	0.977
EFNA3	EPHA8	0.954
EFNA3	EPHB1	0.881
EFNA3	EPHB2	0.921
EFNA3	EPHB3	0.881
EFNA3	EPHB4	0.865
EFNA3	EPO	0.406
EFNA3	ERBB2	0.711
EFNA3	ERBB3	0.681
EFNA3	ERBB4	0.694
EFNA3	FGF17	0.266
EFNA3	FGF2	0.296
EFNA3	FGF20	0.256
EFNA3	FGF8	0.276
EFNA3	FGFR1	0.712
EFNA3	FGFR2	0.680
EFNA3	FGFR3	0.708
EFNA3	FGFR4	0.652
EFNA3	FGFRL1	0.411
EFNA3	FLT1	0.764
EFNA3	FLT3	0.650
EFNA3	FLT4	0.695
EFNA3	FN1	0.681
EFNA3	FYN	0.926
EFNA3	GPD1L	0.326
EFNA3	HIF1A	0.418
EFNA3	IGF1R	0.717
EFNA3	INSR	0.686
EFNA3	ISCU	0.370
EFNA3	KDR	0.746
EFNA3	KIRREL2	0.398
EFNA3	KIRREL3	0.266
EFNA3	KIT	0.719
EFNA3	LAMA5	0.416
EFNA3	MAP3K7	0.306
EFNA3	MAPK3	0.257
EFNA3	MET	0.746
EFNA3	MMP10	0.435
EFNA3	NCK2	0.358
EFNA3	NGFR	0.849
EFNA3	NRP1	0.276
EFNA3	NRXN1	0.274
EFNA3	NRXN2	0.289
EFNA3	NTN4	0.201
EFNA3	NTRK1	0.875
EFNA3	NTRK2	0.864
EFNA3	OSBPL9	0.208
EFNA3	PDCD4	0.288
EFNA3	PDGFRA	0.671
EFNA3	PDGFRB	0.706
EFNA3	PIK3R2	0.303
EFNA3	PLXNA1	0.392
EFNA3	PLXNA2	0.266
EFNA3	PLXNA3	0.325
EFNA3	PLXNA4	0.294
EFNA3	PLXNB1	0.316
EFNA3	PLXNB3	0.245
EFNA3	PLXND1	0.312
EFNA3	PTEN	0.371
EFNA3	PTPN1	0.497
EFNA3	RASA1	0.929
EFNA3	RHOA	0.390
EFNA3	ROBO1	0.283
EFNA3	RTN4RL1	0.207
EFNA3	SEMA3A	0.472
EFNA3	SEMA3E	0.250
EFNA3	SEMA4D	0.302
EFNA3	SEMA5A	0.243
EFNA3	SEMA5B	0.195
EFNA3	SEMA6A	0.250
EFNA3	SEMA6D	0.214
EFNA3	SEMA7A	0.248
EFNA3	SLC1A2	0.258
EFNA3	SLIT1	0.271
EFNA3	SLIT3	0.288
EFNA3	SPRED1	0.361
EFNA3	SRC	0.385
EFNA3	STAT3	0.269
EFNA3	TEK	0.700
EFNA4	EFNA5	0.462
EFNA4	EFNB1	0.781
EFNA4	EFNB3	0.838
EFNA4	EGF	0.260
EFNA4	EGFR	0.728
EFNA4	EPHA1	0.998
EFNA4	EPHA10	0.985
EFNA4	EPHA2	0.997
EFNA4	EPHA3	0.968
EFNA4	EPHA4	0.999
EFNA4	EPHA5	0.926
EFNA4	EPHA6	0.862
EFNA4	EPHA7	0.957
EFNA4	EPHA8	0.924
EFNA4	EPHB1	0.957
EFNA4	EPHB2	0.921
EFNA4	EPHB3	0.822
EFNA4	EPHB4	0.877
EFNA4	EPO	0.432
EFNA4	ERBB2	0.720
EFNA4	ERBB3	0.694
EFNA4	ERBB4	0.680
EFNA4	FGF2	0.231
EFNA4	FGF8	0.235
EFNA4	FGFR1	0.716
EFNA4	FGFR2	0.720
EFNA4	FGFR3	0.701
EFNA4	FGFR4	0.659
EFNA4	FLT1	0.678
EFNA4	FLT3	0.656
EFNA4	FLT4	0.701
EFNA4	FN1	0.318
EFNA4	FYN	0.929
EFNA4	GAK	0.243
EFNA4	GDNF	0.244
EFNA4	GNG3	0.328
EFNA4	IGF1R	0.713
EFNA4	INSR	0.692
EFNA4	ITGAM	0.351
EFNA4	ITSN2	0.264
EFNA4	KDR	0.706
EFNA4	KIRREL2	0.506
EFNA4	KIRREL3	0.317
EFNA4	KIT	0.703
EFNA4	MAPK3	0.253
EFNA4	MET	0.741
EFNA4	MMP10	0.436
EFNA4	MST1R	0.279
EFNA4	MSX2	0.290
EFNA4	NCK2	0.403
EFNA4	NEO1	0.220
EFNA4	NGF	0.246
EFNA4	NGFR	0.854
EFNA4	NLGN2	0.227
EFNA4	NRCAM	0.259
EFNA4	NRXN1	0.238
EFNA4	NRXN2	0.247
EFNA4	NTN4	0.293
EFNA4	NTNG1	0.251
EFNA4	NTRK1	0.827
EFNA4	NTRK2	0.859
EFNA4	OMG	0.249
EFNA4	PDGFRA	0.689
EFNA4	PDGFRB	0.709
EFNA4	PLXNA1	0.352
EFNA4	PLXNA2	0.298
EFNA4	PLXNA3	0.298
EFNA4	PLXNA4	0.284
EFNA4	PLXNB1	0.331
EFNA4	PLXNB3	0.277
EFNA4	PLXND1	0.283
EFNA4	RASA1	0.917
EFNA4	RGS3	0.269
EFNA4	RHOA	0.379
